#SUBMITTED ID	ANNOTATION_SYMBOL	LOCATION_ARM	NAME	SYMBOL
FBgn0003747	CG15779	X	Gustatory receptor 5a	Gr5a
FBgn0046886	CG31060	3R	Gustatory receptor 98c	Gr98c
FBgn0041236	CG30330	2R	Gustatory receptor 59d	Gr59d
FBgn0013277	CG31449	3R	Heat-shock-protein-70Ba	Hsp70Ba
FBgn0264442	CG43860	2L	abrupt	ab
FBgn0260464	CG9288	3R	-	CG9288
FBgn0029094	CG9383	3L	anti-silencing factor 1	asf1
FBgn0261823	CG8787	2R	Additional sex combs	Asx
FBgn0086694	CG10542	3L	Bre1	Bre1
FBgn0263111	CG43368	X	cacophony	cac
FBgn0000261	CG6871	3L	Catalase	Cat
FBgn0000356	CG6533	3L	Chorion protein 16	Cp16
FBgn0013762	CG8203	2R	Cyclin-dependent kinase 5	Cdk5
FBgn0030369	CG1786	X	Cyp318a1	Cyp318a1
FBgn0039286	CG11849	3R	distal antenna	dan
FBgn0260962	CG7769	3R	piccolo	pic
FBgn0263930	CG4974	3L	division abnormally delayed	dally
FBgn0024804	CG17023	3L	Dead box protein 80	Dbp80
FBgn0003654	CG18000	X	short wing	sw
FBgn0036844	CG14080	3L	Mitogen-activated protein kinase phosphatase 3	Mkp3
FBgn0014189	CG7269	2L	Helicase at 25E	Hel25E
FBgn0034791	CG3501	2R	ER membrane protein complex subunit 8/9	EMC8-9
FBgn0030092	CG8971	X	frataxin	fh
FBgn0263200	CG9232	2L	Galactose-1-phosphate uridylyltransferase	Galt
FBgn0037360	CG2182	3R	-	CG2182
FBgn0015229	CG6575	3R	gliolectin	glec
FBgn0028377	CG33755	3L	gdl-ORF39	gdl-ORF39
FBgn0001105	CG10545	X	G protein beta-subunit 13F	Gbeta13F
FBgn0033782	CG3850	2R	sugarbabe	sug
FBgn0038473	CG3983	3R	Nucleostemin 1	Ns1
FBgn0260856	CG4780	3L	Membrin	Membrin
FBgn0001197	CG5499	3R	Histone H2A variant	His2Av
FBgn0013275	CG31366	3R	Heat-shock-protein-70Aa	Hsp70Aa
FBgn0013278	CG31359	3R	Heat-shock-protein-70Bb	Hsp70Bb
FBgn0027572	CG5009	2R	acyl-CoA oxidase 1	ACOX1
FBgn0000038	CG11348	3L	nicotinic Acetylcholine Receptor beta1	nAChRbeta1
FBgn0011745	CG6174	3R	Actin-related protein 1	Arp1
FBgn0037661	CG11994	3R	Adenosine deaminase	Ada
FBgn0031458	CG2855	2L	anterior pharynx defective 1	aph-1
FBgn0036255	CG10861	3L	Autophagy-related 12	Atg12
FBgn0040754	CG17059	2R	-	CG17059
FBgn0000377	CG3193	X	crooked neck	crn
FBgn0033121	CG3567	2R	Cyp6u1	Cyp6u1
FBgn0003301	CG9533	X	rutabaga	rut
FBgn0000575	CG1007	3L	extra macrochaetae	emc
FBgn0037249	CG9805	3R	eukaryotic translation initiation factor 3 subunit a	eIF3a
FBgn0051145	CG31145	3R	-	CG31145
FBgn0266667	CG7127	3L	Exocyst 70	Exo70
FBgn0037901	CG6744	3R	Exonuclease 3'-5' domain-containing 2	Exd2
FBgn0029174	CG4535	2L	FK506-binding protein 59kD	Fkbp59
FBgn0024182	CG1410	X	waclaw	waw
FBgn0040211	CG4779	2L	homogentisate 1,2-dioxygenase	hgo
FBgn0034915	CG17611	2R	eukaryotic translation initiation factor 6	eIF6
FBgn0030719	CG9177	X	eukaryotic translation initiation factor 5	eIF5
FBgn0023094	CG8727	3L	cycle	cyc
FBgn0034352	CG17669	2R	-	CG17669
FBgn0004179	CG6395	3L	Cysteine string protein	Csp
FBgn0029989	CG15333	X	-	CG15333
FBgn0037580	CG7415	3R	Dipeptidyl aminopeptidase III	DppIII
FBgn0032799	CG10166	2L	Dolichyl-phosphate mannosyltransferase subunit 1	Dpm1
FBgn0264078	CG32593	X	Flotillin 2	Flo2
FBgn0000709	CG1484	X	flightless I	fliI
FBgn0031871	CG10158	2L	Fibroblast growth factor receptor 1 oncogene partner 2	Fgop2
FBgn0031519	CG3326	2L	Fidgetin	Fign
FBgn0034067	CG8399	2R	-	CG8399
FBgn0003162	CG9441	2R	Punch	Pu
FBgn0027945	CG7758	3L	pumpless	ppl
FBgn0045473	CG31405	3R	Gustatory receptor 85a	Gr85a
FBgn0035167	CG13888	3L	Gustatory receptor 61a	Gr61a
FBgn0010043	CG4371	3R	Glutathione S transferase D7	GstD7
FBgn0051354	CG5834	3R	Hsp70Bbb	Hsp70Bbb
FBgn0087002	CG11064	4	apolipophorin	apolpp
FBgn0016762	CG12273	2R	angel	angel
FBgn0259791	CG6897	3L	aurora borealis	bora
FBgn0034087	CG8443	2R	clueless	clu
FBgn0027053	CG14884	3R	COP9 signalosome subunit 5	CSN5
FBgn0033902	CG8309	2R	eukaryotic translation initiation factor 3 subunit m	eIF3m
FBgn0033483	CG12919	2R	eiger	egr
FBgn0005670	CG3656	X	Cytochrome P450-4d1	Cyp4d1
FBgn0041337	CG18559	2L	Cyp309a2	Cyp309a2
FBgn0038651	CG14299	3R	ectopic P-granules autophagy protein 5	Epg5
FBgn0264672	CG9867	2L	EGF-domain O-GlcNAc transferase	Eogt
FBgn0000715	CG2346	2R	FMRFamide	FMRFa
FBgn0004898	CG11922	3R	forkhead domain 96Cb	fd96Cb
FBgn0264556	CG31622	2L	Gustatory receptor 39a	Gr39a
FBgn0039936	CG11148	4	Gigyf	Gyf
FBgn0039098	CG13822	3R	Gamma-interferon-inducible lysosomal thiol reductase 3	GILT3
FBgn0032812	CG10263	2L	Hakai	Hakai
FBgn0010387	CG8627	3L	Acyl-CoA binding protein 2	Acbp2
FBgn0015032	CG1438	3R	Cytochrome P450-4c3	Cyp4c3
FBgn0027873	CG1957	3R	Cleavage and polyadenylation specificity factor 100	Cpsf100
FBgn0033375	CG8078	2R	-	CG8078
FBgn0004516	CG14994	3L	Glutamic acid decarboxylase 1	Gad1
FBgn0013799	CG8567	3L	Deformed epidermal autoregulatory factor-1	Deaf1
FBgn0036735	CG6311	3L	Enhancer of decapping 3	Edc3
FBgn0028436	CG10610	3R	ECSIT	ECSIT
FBgn0000546	CG1765	2R	Ecdysone receptor	EcR
FBgn0032198	CG4912	2L	eukaryotic translation elongation factor 1 delta	eEF1delta
FBgn0086695	CG2669	3R	humpty dumpty	hd
FBgn0036386	CG8833	3L	-	CG8833
FBgn0036527	CG7304	3L	-	CG7304
FBgn0000579	CG17654	2L	Enolase	Eno
FBgn0010434	CG11949	2R	coracle	cora
FBgn0004509	CG10772	3R	Furin 1	Fur1
FBgn0010225	CG1106	3R	Gelsolin	Gel
FBgn0032416	CG17213	2L	Gustatory receptor 33a	Gr33a
FBgn0004244	CG10537	3L	Resistant to dieldrin	Rdl
FBgn0045486	CG31744	2L	Gustatory receptor 36b	Gr36b
FBgn0045474	CG32433	3L	Gustatory receptor 77a	Gr77a
FBgn0046332	CG31003	3R	gasket	gskt
FBgn0034390	CG15093	2R	-	CG15093
FBgn0035811	CG12262	3L	Medium-chain acyl-CoA dehydrogenase	Mcad
FBgn0086706	CG5651	3L	pixie	pix
FBgn0004907	CG17870	2R	14-3-3zeta	14-3-3zeta
FBgn0004889	CG6235	3R	twins	tws
FBgn0000667	CG4376	X	alpha actinin	Actn
FBgn0261385	CG2092	2R	scraps	scra
FBgn0015905	CG4426	2L	asteroid	ast
FBgn0003464	CG1391	X	small optic lobes	sol
FBgn0013763	CG5210	2R	Imaginal disc growth factor 6	Idgf6
FBgn0010314	CG3738	2L	Cyclin-dependent kinase subunit 30A	Cks30A
FBgn0041605	CG32490	3R	complexin	cpx
FBgn0013771	CG10246	2R	Cytochrome P450-6a9	Cyp6a9
FBgn0031604	CG15433	2L	Elongator complex protein 3	Elp3
FBgn0002632	CG8354	3R	Enhancer of split m6, Bearded family member	E(spl)m6-BFM
FBgn0001179	CG8019	3L	haywire	hay
FBgn0003074	CG8251	2R	Phosphoglucose isomerase	Pgi
FBgn0045759	CG18647	3L	biniou	bin
FBgn0036107	CG7949	3L	galla-2	galla-2
FBgn0038295	CG4154	3R	Guanylyl cyclase at 88E	Gyc88E
FBgn0038436	CG14886	3R	Guanylyl cyclase at 89Db	Gyc89Db
FBgn0001149	CG10045	3R	Glutathione S transferase D1	GstD1
FBgn0046687	CG3171	X	Trapped in endoderm 1	Tre1
FBgn0004573	CG12073	3R	5-hydroxytryptamine (serotonin) receptor 7	5-HT7
FBgn0000212	CG5942	3L	brahma	brm
FBgn0036199	CG7314	3L	Bmcp	Bmcp
FBgn0011570	CG17158	2L	capping protein beta	cpb
FBgn0015614	CG11217	2R	Calcineurin B2	CanB2
FBgn0262018	CG42829	2L	Cadherin-N2	CadN2
FBgn0015245	CG12101	X	Heat shock protein 60A	Hsp60A
FBgn0032821	CG10538	2L	Cd GTPase activating protein-related	CdGAPr
FBgn0050291	CG30291	2R	-	CG30291
FBgn0033842	CG5970	2R	crowded by cid	cbc
FBgn0040477	CG13329	2R	centromere identifier	cid
FBgn0010313	CG2530	3R	corto	corto
FBgn0001992	CG4163	2L	Cyp303a1	Cyp303a1
FBgn0039637	CG11880	3R	Choline transporter-like 2	Ctl2
FBgn0004198	CG11387	X	cut	ct
FBgn0004556	CG9680	3L	Dead box protein 73D	Dbp73D
FBgn0260003	CG34157	3R	Dystrophin	Dys
FBgn0036819	CG6856	3L	Dysbindin	Dysb
FBgn0063670	CG40228	3L	-	CG40228
FBgn0030930	CG6394	X	Polypeptide N-Acetylgalactosaminyltransferase 7	Pgant7
FBgn0045495	CG13788	2L	Gustatory receptor 28b	Gr28b
FBgn0046885	CG31061	3R	Gustatory receptor 98d	Gr98d
FBgn0030925	CG6361	X	Hayan	Hayan
FBgn0015585	CG10852	3L	Accessory gland protein 63F	Acp63F
FBgn0000015	CG11648	3R	Abdominal B	Abd-B
FBgn0035039	CG3608	2R	aarF domain containing kinase 1	Adck1
FBgn0027780	CG13401	2L	Aminoadipate-semialdehyde dehydrogenase	Aasdh
FBgn0000046	CG18290	3R	Actin 87E	Act87E
FBgn0086680	CG10037	3L	ventral veins lacking	vvl
FBgn0000357	CG6517	3L	Chorion protein 18	Cp18
FBgn0261955	CG3861	X	knockdown	kdn
FBgn0086707	CG12750	2L	nucampholin	ncm
FBgn0022338	CG5452	3R	deoxyribonucleoside kinase	dnk
FBgn0000411	CG5893	3L	Dichaete	D
FBgn0029986	CG15332	X	-	CG15332
FBgn0005427	CG3114	X	erect wing	ewg
FBgn0039225	CG6892	3R	Ets96B	Ets96B
FBgn0005660	CG2914	2L	Ets at 21C	Ets21C
FBgn0000719	CG9559	X	folded gastrulation	fog
FBgn0267795	CG32138	3L	Formin-like	Frl
FBgn0051956	CG31956	2L	Polypeptide N-Acetylgalactosaminyltransferase 4	Pgant4
FBgn0041239	CG30396	2R	Gustatory receptor 58a	Gr58a
FBgn0267327	CG6555	2L	Accessory gland-specific peptide 33A	Acp33A
FBgn0003651	CG11502	3R	seven up	svp
FBgn0011746	CG8084	2R	anachronism	ana
FBgn0016691	CG4307	3R	ATP synthase, oligomycin sensitivity conferring protein	ATPsynO
FBgn0020235	CG7610	3R	ATP synthase, gamma subunit	ATPsyngamma
FBgn0025724	CG6699	2L	Coat Protein (coatomer) beta'	beta'COP
FBgn0033447	CG1625	2R	dilatory	dila
FBgn0008635	CG6223	X	Coat Protein (coatomer) beta	betaCOP
FBgn0038006	CG10094	3R	Cyp313a2	Cyp313a2
FBgn0038007	CG10093	3R	Cyp313a3	Cyp313a3
FBgn0038076	CG6802	3R	Cyp313a4	Cyp313a4
FBgn0038005	CG15807	3R	Cyp313a5	Cyp313a5
FBgn0027057	CG3889	3L	COP9 signalosome subunit 1b	CSN1b
FBgn0037998	CG4848	3R	Component of oligomeric golgi complex 1	Cog1
FBgn0026634	CG6177	3R	Component of oligomeric golgi complex 2	Cog2
FBgn0013746	CG9556	2L	alien	alien
FBgn0031536	CG3248	2L	Component of oligomeric golgi complex 3	Cog3
FBgn0032258	CG7456	2L	Component of oligomeric golgi complex 4	Cog4
FBgn0027055	CG18332	3L	COP9 signalosome subunit 3	CSN3
FBgn0024689	CG6549	2L	four way stop	fws
FBgn0010383	CG6816	X	Cytochrome P450-18a1	Cyp18a1
FBgn0028968	CG1528	3R	Coat Protein (coatomer) gamma	gammaCOP
FBgn0033401	CG1968	2R	Component of oligomeric golgi complex 6	Cog6
FBgn0027054	CG8725	2R	COP9 signalosome subunit 4	CSN4
FBgn0000283	CG6384	3R	Centrosomal protein 190kD	Cp190
FBgn0051040	CG31040	3R	Component of oligomeric golgi complex 7	Cog7
FBgn0040529	CG9603	3R	Cytochrome c oxidase subunit 7A	COX7A
FBgn0025864	CG12737	X	Calmodulin-binding protein related to a Rab3 GDP/GTP exchange protein	Crag
FBgn0028836	CG2038	2R	COP9 signalosome subunit 7	CSN7
FBgn0037780	CG3925	3R	ohgata	ohgt
FBgn0038681	CG6042	3R	Cyp12a4	Cyp12a4
FBgn0035871	CG7188	3L	Bax Inhibitor-1	BI-1
FBgn0000182	CG4824	2L	Bicaudal C	BicC
FBgn0039907	CG2041	4	legless	lgs
FBgn0039007	CG4910	3R	Crustacean cardioactive peptide	CCAP
FBgn0038893	CG6353	3R	Archease	Archease
FBgn0041164	CG11513	3L	armitage	armi
FBgn0036995	CG5195	3L	artichoke	atk
FBgn0004580	CG6702	2R	Calbindin 53E	Cbp53E
FBgn0000253	CG8472	2R	Calmodulin	Cam
FBgn0035168	CG13889	3L	Centrosomal protein 290kDa	Cep290
FBgn0031728	CG7235	2L	Heat shock protein 60C	Hsp60C
FBgn0004597	CG7281	3R	Cyclin C	CycC
FBgn0037093	CG7597	3L	Cyclin-dependent kinase 12	Cdk12
FBgn0015621	CG3642	2L	Clipper	Clp
FBgn0038095	CG7241	3R	Cyp304a1	Cyp304a1
FBgn0015924	CG4280	2L	croquemort	crq
FBgn0037574	CG9613	3R	Coenzyme Q biosynthesis protein 2	Coq2
FBgn0032793	CG10189	2L	-	CG10189
FBgn0000552	CG2345	3R	Ecdysone-dependent gene 84A	Edg84A
FBgn0261387	CG17528	2R	-	CG17528
FBgn0285925	CG6588	3R	Fasciclin 1	Fas1
FBgn0004652	CG14307	3R	fruitless	fru
FBgn0023081	CG4012	2R	genghis khan	gek
FBgn0004569	CG4531	3L	argos	aos
FBgn0261988	CG17998	3R	G protein-coupled receptor kinase 2	Gprk2
FBgn0021765	CG7113	X	scully	scu
FBgn0003997	CG5123	3L	head involution defective	hid
FBgn0020509	CG1262	3L	Accessory gland protein 62F	Acp62F
FBgn0000036	CG5610	3R	nicotinic Acetylcholine Receptor alpha1	nAChRalpha1
FBgn0261854	CG42783	2R	atypical protein kinase C	aPKC
FBgn0028550	CG11405	X	Activating transcription factor 3	Atf3
FBgn0005386	CG8887	3L	absent, small, or homeotic discs 1	ash1
FBgn0000139	CG6677	3R	absent, small, or homeotic discs 2	ash2
FBgn0002921	CG5670	3R	Na pump alpha subunit	Atpalpha
FBgn0011206	CG4760	3L	boule	bol
FBgn0040321	CG5008	3L	Gram-negative bacteria binding protein 3	GNBP3
FBgn0264325	CG5429	3R	Autophagy-related 6	Atg6
FBgn0001991	CG4894	2L	Ca[2+]-channel protein alpha[[1]] subunit D	Ca-alpha1D
FBgn0032248	CG5343	2L	Basal body up regulated gene 22	Bug22
FBgn0000360	CG11213	X	Chorion protein 38	Cp38
FBgn0033972	CG12797	2R	Ciao1	Ciao1
FBgn0000319	CG9012	X	Clathrin heavy chain	Chc
FBgn0005775	CG7503	3L	Connectin	Con
FBgn0263600	CG5949	3L	DNA polymerase delta subunit 1	PolD1
FBgn0024371	CG1071	2L	E2F transcription factor 2	E2f2
FBgn0020306	CG9696	2R	domino	dom
FBgn0266137	CG18741	3R	Dopamine 1-like receptor 2	Dop1R2
FBgn0000564	CG5400	3R	Eclosion hormone	Eh
FBgn0039828	CG1542	3R	-	CG1542
FBgn0001404	CG9659	X	egghead	egh
FBgn0260960	CG3971	3L	Baldspot	Baldspot
FBgn0025582	CG9677	3L	eukaryotic translation initiation factor 3 subunit e	eIF3e
FBgn0030974	CG7358	X	Fl(2)d-associated complex component	Flacc
FBgn0016797	CG9739	3L	frizzled 2	fz2
FBgn0264556	CG31622	2L	Gustatory receptor 39a	Gr39a
FBgn0005695	CG8411	2R	germ cell-less	gcl
FBgn0051992	CG31992	4	gawky	gw
FBgn0041243	CG1712	2R	Gustatory receptor 43a	Gr43a
FBgn0035592	CG10674	3L	-	CG10674
FBgn0026565	CG1315	3R	Argininosuccinate synthase	Ass
FBgn0012042	CG10146	2R	Attacin-A	AttA
FBgn0013673	CG34072	mitochondrion_genome	mitochondrial ATPase subunit 8	mt:ATPase8
FBgn0036192	CG14133	3L	Pallidin	Pldn
FBgn0000251	CG1759	2L	caudal	cad
FBgn0011726	CG4254	2R	twinstar	tsr
FBgn0263113	CG43370	2R	Coiled-coil and C2 domain containing 2A	Cc2d2a
FBgn0031688	CG6081	2L	Cyp28d2	Cyp28d2
FBgn0029092	CG11804	2R	ced-6	ced-6
FBgn0032250	CG5198	2L	hole-in-one	holn1
FBgn0250786	CG3733	2L	Chromodomain-helicase-DNA-binding protein 1	Chd1
FBgn0000299	CG4145	2L	Collagen type IV alpha 1	Col4a1
FBgn0003388	CG13478	3L	shade	shd
FBgn0010019	CG3972	X	Cytochrome P450-4g1	Cyp4g1
FBgn0015040	CG3616	2R	Cytochrome P450-9c1	Cyp9c1
FBgn0266918	CG32486	3L	-	CG32486
FBgn0002936	CG3966	2L	neither inactivation nor afterpotential A	ninaA
FBgn0030802	CG9099	X	Density regulated protein	DENR
FBgn0262619	CG5602	2R	DNA ligase 1	DNAlig1
FBgn0015379	CG17051	X	dodo	dod
FBgn0034264	CG10933	2R	Dachs ligand with SH3s	Dlish
FBgn0032390	CG16969	2L	dim gamma-tubulin 2	dgt2
FBgn0067905	CG33990	2R	Daisho2	Dso2
FBgn0039596	CG10000	3R	-	CG10000
FBgn0033988	CG7761	2R	parcas	pcs
FBgn0038363	CG18505	3R	Acylphosphatase 2	Acyp2
FBgn0033778	CG3790	2R	Beta-alanine transporter	Balat
FBgn0259685	CG6383	3R	crumbs	crb
FBgn0038037	CG11466	3R	Cyp9f2	Cyp9f2
FBgn0003046	CG3440	2L	Pupal cuticle protein	Pcp
FBgn0052702	CG32702	X	Cubilin	Cubn
FBgn0035838	CG7942	3L	lariat debranching enzyme	ldbr
FBgn0033885	CG6646	2R	DJ-1alpha	DJ-1alpha
FBgn0036258	CG5642	3L	eukaryotic translation initiation factor 3 subunit l	eIF3l
FBgn0034237	CG4878	2R	eukaryotic translation initiation factor 3 subunit b	eIF3b
FBgn0003256	CG12559	2R	rolled	rl
FBgn0266672	CG2095	3R	Secretory 8	Sec8
FBgn0266670	CG8843	2L	Secretory 5	Sec5
FBgn0037937	CG6913	3R	48 related 3	Fer3
FBgn0044872	CG40305	X	alpha1,3-fucosyltransferase C	FucTC
FBgn0001078	CG4059	3L	ftz transcription factor 1	ftz-f1
FBgn0001297	CG33956	3R	kayak	kay
FBgn0030239	CG17333	X	-	CG17333
FBgn0034817	CG9882	2R	Arginine methyltransferase 7	Art7
FBgn0030304	CG11715	X	Cyp4g15	Cyp4g15
FBgn0043001	CG15736	X	Chromatin accessibility complex 16kD protein	Chrac-16
FBgn0000351	CG11330	2L	cortex	cort
FBgn0004629	CG8050	3R	Cystatin-like	Cys
FBgn0013678	CG34090	mitochondrion_genome	mitochondrial Cytochrome b	mt:Cyt-b
FBgn0013307	CG8721	2R	Ornithine decarboxylase 1	Odc1
FBgn0005659	CG5583	3R	Ets at 98B	Ets98B
FBgn0000611	CG8933	X	extradenticle	exd
FBgn0001084	CG13396	2L	fuzzy	fy
FBgn0050463	CG30463	2R	Polypeptide N-Acetylgalactosaminyltransferase 9	Pgant9
FBgn0041234	CG33150	2R	Gustatory receptor 59f	Gr59f
FBgn0001133	CG33133	2R	grauzone	grau
FBgn0033926	CG12505	2R	Activity-regulated cytoskeleton associated protein 1	Arc1
FBgn0013432	CG3717	X	bcn92	bcn92
FBgn0034053	CG8302	2R	Cyp4aa1	Cyp4aa1
FBgn0033981	CG10247	2R	Cyp6a21	Cyp6a21
FBgn0052251	CG32251	3L	Claspin	Claspin
FBgn0261612	CG42701	2R	Cyclic nucleotide-gated ion channel subunit A	CngA
FBgn0039360	CG4774	3R	Cardiolipin synthase	CLS
FBgn0000412	CG9745	3R	D1 chromosomal protein	D1
FBgn0039006	CG12800	3R	Cyp6d4	Cyp6d4
FBgn0039016	CG4792	3R	Dicer-1	Dcr-1
FBgn0039638	CG11881	3R	dim gamma-tubulin 6	dgt6
FBgn0005696	CG5923	3R	DNA polymerase alpha subunit 2	PolA2
FBgn0027607	CG8230	2R	-	CG8230
FBgn0040323	CG6895	3L	Gram-negative bacteria binding protein 1	GNBP1
FBgn0029176	CG11901	3R	eukaryotic translation elongation factor 1 gamma	eEF1gamma
FBgn0263392	CG43444	3L	Ten-Eleven Translocation (TET) family protein	Tet
FBgn0034537	CG11132	2R	DNA methyltransferase 1 associated protein 1	DMAP1
FBgn0043903	CG14226	X	domeless	dome
FBgn0029629	CG8636	X	eukaryotic translation initiation factor 3 subunit g1	eIF3g1
FBgn0263831	CG10670	3L	XPG-like endonuclease	Gen
FBgn0041249	CG31932	2L	Gustatory receptor 22f	Gr22f
FBgn0041235	CG30186	2R	Gustatory receptor 59c	Gr59c
FBgn0030297	CG12622	X	Gustatory receptor 10b	Gr10b
FBgn0045498	CG31930	2L	Gustatory receptor 22d	Gr22d
FBgn0045471	CG31208	3R	Gustatory receptor 92a	Gr92a
FBgn0027528	CG9634	X	gone early	goe
FBgn0264574	CG43946	3L	Glucose transporter 1	Glut1
FBgn0016122	CG10593	2L	Angiotensin-converting enzyme-related	Acer
FBgn0262716	CG7558	3L	Actin-related protein 3	Arp3
FBgn0250907	CG18140	2L	Chitinase 10	Cht10
FBgn0022702	CG2054	3L	Chitinase 2	Cht2
FBgn0010350	CG7962	3L	CDP-diacylglycerol synthase	Cds
FBgn0262582	CG43122	3R	capicua	cic
FBgn0039994	CG17082	2R	conundrum	conu
FBgn0027594	CG2086	3L	draper	drpr
FBgn0260632	CG6667	2L	dorsal	dl
FBgn0000533	CG4920	3R	easter	ea
FBgn0000536	CG3525	X	easily shocked	eas
FBgn0016794	CG1044	3L	daughter of sevenless	dos
FBgn0264495	CG42803	3R	grappa	gpp
FBgn0041160	CG7554	3L	comm2	comm2
FBgn0021825	CG8269	2R	Dynactin 2, p50 subunit	DCTN2-p50
FBgn0036510	CG7427	3L	Squamous cell carcinoma-related oncogene	SCCRO
FBgn0010197	CG33114	2L	Guanylyl cyclase at 32E	Gyc32E
FBgn0001612	CG10988	X	Gamma-tubulin ring protein 91	Grip91
FBgn0045469	CG31173	3R	Gustatory receptor 93c	Gr93c
FBgn0041225	CG31280	3R	Gustatory receptor 94a	Gr94a
FBgn0031661	CG8890	2L	GDP-mannose 4,6-dehydratase	Gmd
FBgn0041224	CG33083	3R	Gustatory receptor 97a	Gr97a
FBgn0039520	CG13976	3R	Gustatory receptor 98a	Gr98a
FBgn0029079	CG4924	2R	icln	icln
FBgn0003204	CG1799	X	raspberry	ras
FBgn0033224	CG1553	2R	Nop17 like	Nop17l
FBgn0004118	CG6798	3R	nicotinic Acetylcholine Receptor beta2	nAChRbeta2
FBgn0000037	CG4356	2R	muscarinic Acetylcholine Receptor, A-type	mAChR-A
FBgn0004654	CG3724	X	Phosphogluconate dehydrogenase	Pgd
FBgn0260439	CG17291	2L	Protein phosphatase 2A at 29B	Pp2A-29B
FBgn0263116	CG15113	2R	5-hydroxytryptamine (serotonin) receptor 1B	5-HT1B
FBgn0005694	CG5683	3L	Adult enhancer factor 1	Aef1
FBgn0050493	CG30493	2R	Coenzyme Q9	Coq9
FBgn0000259	CG15224	X	Casein kinase II beta subunit	CkIIbeta
FBgn0033696	CG8859	2R	Cyp6g2	Cyp6g2
FBgn0034641	CG10080	2R	mahjong	mahj
FBgn0086895	CG8241	2R	peanuts	pea
FBgn0039666	CG11501	3R	Diedel	Diedel
FBgn0265296	CG42256	3L	Down syndrome cell adhesion molecule 2	Dscam2
FBgn0034726	CG11301	2R	DNA polymerase epsilon subunit 4	PolE4
FBgn0035644	CG10489	3L	DNA polymerase epsilon subunit 2	PolE2
FBgn0030793	CG9125	X	Rat1 Interacting Protein 1	Rai1
FBgn0267378	CG7085	2L	sauron	sau
FBgn0026404	CG8091	3L	Death regulator Nedd2-like caspase	Dronc
FBgn0004057	CG12529	X	Zwischenferment	Zw
FBgn0004656	CG2252	X	female sterile (1) homeotic	fs(1)h
FBgn0004390	CG6721	3L	Ras GTPase activating protein 1	RasGAP1
FBgn0064115	CG33649	2L	Glutamyl-tRNA amidotransferase, subunit C	GatC
FBgn0045497	CG31936	2L	Gustatory receptor 22e	Gr22e
FBgn0045478	CG32257	3L	Gustatory receptor 64b	Gr64b
FBgn0045477	CG32256	3L	Gustatory receptor 64c	Gr64c
FBgn0015946	CG4345	3L	grim	grim
FBgn0001229	CG4190	3L	Heat shock gene 67Bc	Hsp67Bc
FBgn0005564	CG9262	3L	Shaker cognate l	Shal
FBgn0261437	CG42522	2L	COP9 signalosome subunit 8	CSN8
FBgn0263852	CG13393	2L	Defender against apoptotic cell death 1	Dad1
FBgn0004419	CG4916	2L	maternal expression at 31B	me31B
FBgn0000422	CG10697	2L	Dopa decarboxylase	Ddc
FBgn0000427	CG2175	X	defective chorion	dec
FBgn0015834	CG8882	2L	eukaryotic translation initiation factor 3 subunit i	eIF3i
FBgn0031777	CG9154	2L	-	CG9154
FBgn0027535	CG15110	2R	brother of tout-velu	botv
FBgn0004896	CG3668	2R	forkhead domain 59A	fd59A
FBgn0024754	CG8200	2R	Flotillin 1	Flo1
FBgn0010389	CG7223	3R	heartless	htl
FBgn0034542	CG9025	2R	Fem-1	Fem-1
FBgn0041240	CG13441	2R	Gustatory receptor 57a	Gr57a
FBgn0041250	CG13948	2L	Gustatory receptor 21a	Gr21a
FBgn0031905	CG5155	2L	gudu	gudu
FBgn0002525	CG6944	2L	Lamin	Lam
FBgn0001225	CG4183	3L	Heat shock protein 26	Hsp26
FBgn0000577	CG9015	2R	engrailed	en
FBgn0263740	CG43665	3R	eukaryotic translation initiation factor 2 subunit gamma	eIF2gamma
FBgn0262743	CG2637	2L	Female sterile (2) Ketel	Fs(2)Ket
FBgn0002535	CG2044	2R	Larval cuticle protein 4	Lcp4
FBgn0028484	CG14992	3L	Activated Cdc42 kinase	Ack
FBgn0025115	CG16870	2L	Acylphosphatase	Acyp
FBgn0000045	CG7478	3L	Actin 79B	Act79B
FBgn0035529	CG1319	3L	Ferredoxin 2	Fdx2
FBgn0033928	CG13941	2R	Arc2	Arc2
FBgn0025720	CG9204	2R	Arginyltransferase 1	Ate1
FBgn0037611	CG11755	3R	-	CG11755
FBgn0026309	CG5032	2R	adrift	aft
FBgn0013675	CG34069	mitochondrion_genome	mitochondrial Cytochrome c oxidase subunit II	mt:CoII
FBgn0032361	
FBgn0004509	CG10772	3R	Furin 1	Fur1
FBgn0004618	CG7672	3R	glass	gl
FBgn0265138	CG31929	2L	Gustatory receptor 22c	Gr22c
FBgn0036528	CG7579	3L	-	CG7579
FBgn0037279	CG1129	3R	-	CG1129
FBgn0001148	CG3388	2R	gooseberry	gsb
FBgn0026238	CG2944	2R	gustavus	gus
FBgn0267727	
FBgn0001325	CG3340	2R	Kruppel	Kr
FBgn0036291	CG10681	3L	-	CG10681
FBgn0264492	CG17520	3L	casein kinase IIalpha	CkIIalpha
FBgn0033065	CG8345	2R	Cyp6w1	Cyp6w1
FBgn0000490	CG9885	2L	decapentaplegic	dpp
FBgn0005619	CG3454	2R	Histidine decarboxylase	Hdc
FBgn0026085	CG4865	X	dim gamma-tubulin 4	dgt4
