##Dmel_gene_ID,Dmel_gene_symbol,Human_gene_HGNC_ID,Human_gene_OMIM_ID,Human_gene_symbol,DIOPT_score,OMIM_Phenotype_IDs,OMIM_Phenotype_IDs[name]
FBgn0052638,CG32638,HGNC:13539,OMIM:608729,AGTRAP,12,,
FBgn0030449,Fer3HCH,HGNC:3987,OMIM:300308,FTHL17,10,,
FBgn0030449,Fer3HCH,HGNC:17345,OMIM:608847,FTMT,12,,
FBgn0030449,Fer3HCH,HGNC:3999,OMIM:134790,FTL,8,"600,886,606,159,615,000","600886[HYPERFERRITINEMIA WITH OR WITHOUT CATARACT; HRFTC],606159[NEURODEGENERATION WITH BRAIN IRON ACCUMULATION 3; NBIA3],615604[L-FERRITIN DEFICIENCY; LFTD]"
FBgn0030449,Fer3HCH,HGNC:3976,OMIM:134770,FTH1,11,615517,"615517[HEMOCHROMATOSIS, TYPE 5; HFE5]"
FBgn0030449,Fer3HCH,HGNC:33525,,FTH1P19,4,,
FBgn0040309,Jafrac1,HGNC:17169,OMIM:300927,PRDX4,5,,
FBgn0040309,Jafrac1,HGNC:9352,OMIM:176763,PRDX1,9,277400,"277400[METHYLMALONIC ACIDURIA AND HOMOCYSTINURIA, cblC TYPE; MAHCC]"
FBgn0040309,Jafrac1,HGNC:9354,OMIM:604769,PRDX3,4,,
FBgn0040309,Jafrac1,HGNC:9353,OMIM:600538,PRDX2,10,,
FBgn0030478,CG1640,HGNC:18062,OMIM:138210,GPT2,13,616281,616281[NEURODEVELOPMENTAL DISORDER WITH SPASTIC PARAPLEGIA AND MICROCEPHALY; NEDSPM]
FBgn0030478,CG1640,HGNC:4552,OMIM:138200,GPT,13,,
FBgn0030482,CG1673,HGNC:976,OMIM:113520,BCAT1,14,,
FBgn0030482,CG1673,HGNC:977,OMIM:113530,BCAT2,14,618850,618850[HYPERVALINEMIA AND HYPERLEUCINE-ISOLEUCINEMIA; HVLI]
FBgn0030484,GstT4,HGNC:4641,OMIM:600436,GSTT1,6,,
FBgn0030484,GstT4,HGNC:4642,OMIM:600437,GSTT2,7,,
FBgn0030484,GstT4,HGNC:33437,,GSTT2B,4,,
FBgn0030484,GstT4,HGNC:26930,,GSTT4,3,,
FBgn0010198,RpS15Aa,HGNC:10389,OMIM:603674,RPS15A,14,618313,618313[DIAMOND-BLACKFAN ANEMIA 20; DBA20]
FBgn0002878,mus101,HGNC:17008,OMIM:607760,TOPBP1,11,,
FBgn0027537,Nup93-1,HGNC:28958,OMIM:614351,NUP93,13,616892,"616892[NEPHROTIC SYNDROME, TYPE 12; NPHS12]"
FBgn0052626,AMPdeam,HGNC:469,OMIM:102771,AMPD2,13,"615,686,615,809","615686[SPASTIC PARAPLEGIA 63, AUTOSOMAL RECESSIVE; SPG63],615809[PONTOCEREBELLAR HYPOPLASIA, TYPE 9; PCH9]"
FBgn0052626,AMPdeam,HGNC:470,OMIM:102772,AMPD3,5,612874,612874[ERYTHROCYTE AMP DEAMINASE DEFICIENCY]
FBgn0052626,AMPdeam,HGNC:468,OMIM:102770,AMPD1,5,615511,615511[MYOPATHY DUE TO MYOADENYLATE DEAMINASE DEFICIENCY; MMDD]
FBgn0030525,CG10996,HGNC:24063,OMIM:137030,GALM,11,618881,618881[GALACTOSEMIA IV; GALAC4]
FBgn0030521,CtsB,HGNC:2527,OMIM:116810,CTSB,14,148370,148370[KERATOLYTIC WINTER ERYTHEMA; KWE]
FBgn0030506,DNAlig4,HGNC:6601,OMIM:601837,LIG4,13,"254,500,606,593","254500[MYELOMA, MULTIPLE],606593[LIG4 SYNDROME]"
FBgn0030504,CG2691,HGNC:29100,OMIM:617723,RRP12,13,,
FBgn0040871,CG12479,HGNC:32068,OMIM:616574,MICOS10,10,,
FBgn0030605,ND-B18,HGNC:7702,OMIM:603842,NDUFB7,15,,
FBgn0030608,Lsd-2,HGNC:248,OMIM:103195,PLIN2,10,,
FBgn0030608,Lsd-2,HGNC:9076,OMIM:170290,PLIN1,7,613877,"613877[LIPODYSTROPHY, FAMILIAL PARTIAL, TYPE 4; FPLD4]"
FBgn0030608,Lsd-2,HGNC:16893,OMIM:602702,PLIN3,7,,
FBgn0030608,Lsd-2,HGNC:33196,OMIM:613248,PLIN5,6,,
FBgn0030600,hiw,HGNC:23386,OMIM:610392,MYCBP2,14,,
FBgn0027601,pdgy,HGNC:26101,OMIM:610465,ACSF2,4,,
FBgn0030594,fiz,HGNC:24288,,CHDH,6,,
FBgn0030593,CG9512,HGNC:24288,,CHDH,6,,
FBgn0030592,CG9514,HGNC:24288,,CHDH,8,,
FBgn0003132,Pp1-13C,HGNC:9281,OMIM:176875,PPP1CA,9,,
FBgn0003132,Pp1-13C,HGNC:9283,OMIM:176914,PPP1CC,11,,
FBgn0003132,Pp1-13C,HGNC:9282,OMIM:600590,PPP1CB,4,617506,617506[NOONAN SYNDROME-LIKE DISORDER WITH LOOSE ANAGEN HAIR 2; NSLH2]
FBgn0030629,CG9123,HGNC:20882,OMIM:607811,PAK1IP1,11,,
FBgn0030616,RpL37a,HGNC:10347,OMIM:604181,RPL37,13,,
FBgn0014455,Ahcy,HGNC:343,OMIM:180960,AHCY,15,613752,613752[HYPERMETHIONINEMIA WITH S-ADENOSYLHOMOCYSTEINE HYDROLASE DEFICIENCY]
FBgn0030660,CG8097,HGNC:25536,OMIM:618904,DALRD3,11,618910,618910[DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 86; DEE86]
FBgn0030668,CG8128,HGNC:8053,OMIM:606261,NUDT6,13,,
FBgn0030669,CG9240,HGNC:14598,OMIM:605977,IMMP2L,3,,
FBgn0030669,CG9240,HGNC:26317,OMIM:612323,IMMP1L,15,,
FBgn0004391,shtd,HGNC:19988,OMIM:608473,ANAPC1,15,618625,"618625[ROTHMUND-THOMSON SYNDROME, TYPE 1; RTS1]"
FBgn0040285,Scamp,HGNC:10565,OMIM:606913,SCAMP3,13,,
FBgn0040285,Scamp,HGNC:30385,OMIM:613764,SCAMP4,4,,
FBgn0040285,Scamp,HGNC:10564,OMIM:606912,SCAMP2,10,,
FBgn0040285,Scamp,HGNC:10563,OMIM:606911,SCAMP1,12,,
FBgn0040285,Scamp,HGNC:30386,OMIM:613766,SCAMP5,5,,
FBgn0030674,HUWE1,HGNC:30892,OMIM:300697,HUWE1,14,309590,"309590[MENTAL RETARDATION, X-LINKED, SYNDROMIC, TURNER TYPE; MRXST]"
FBgn0027329,CCT6,HGNC:1621,OMIM:610730,CCT6B,12,,
FBgn0027329,CCT6,HGNC:1620,OMIM:104613,CCT6A,13,,
FBgn0030696,CG8509,HGNC:9308,OMIM:600756,PTPA,8,,
FBgn0030699,CG8578,HGNC:6702,OMIM:603256,LRRFIP1,6,,
FBgn0030699,CG8578,HGNC:6703,OMIM:614043,LRRFIP2,11,,
FBgn0001105,Gbeta13F,HGNC:4400,OMIM:139130,GNB3,9,"145,500,617,024","145500[HYPERTENSION, ESSENTIAL],617024[NIGHT BLINDNESS, CONGENITAL STATIONARY, TYPE 1H; CSNB1H]"
FBgn0001105,Gbeta13F,HGNC:4396,OMIM:139380,GNB1,15,"613,065,614,286,616,000","613065[LEUKEMIA, ACUTE LYMPHOBLASTIC; ALL],614286[MYELODYSPLASTIC SYNDROME; MDS],616973[MENTAL RETARDATION, AUTOSOMAL DOMINANT 42; MRD42]"
FBgn0001105,Gbeta13F,HGNC:4398,OMIM:139390,GNB2,12,,
FBgn0001105,Gbeta13F,HGNC:20731,OMIM:610863,GNB4,13,615185,"615185[CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE F; CMTDIF]"
FBgn0001105,Gbeta13F,HGNC:4401,OMIM:604447,GNB5,3,"617,173,617,182","617173[INTELLECTUAL DEVELOPMENTAL DISORDER WITH CARDIAC ARRHYTHMIA; IDDCA],617182[LANGUAGE DELAY AND ATTENTION DEFICIT-HYPERACTIVITY DISORDER/COGNITIVE IMPAIRMENT WITH OR WITHOUT CARDIAC ARRHYTHMIA; LADCI]"
FBgn0001092,Gapdh2,HGNC:24864,OMIM:609169,GAPDHS,5,,
FBgn0001092,Gapdh2,HGNC:4141,OMIM:138400,GAPDH,11,,
FBgn0003392,shi,HGNC:2974,OMIM:602378,DNM2,12,"160,150,606,482,615,000","160150[MYOPATHY, CENTRONUCLEAR, 1; CNM1],606482[CHARCOT-MARIE-TOOTH DISEASE, DOMINANT INTERMEDIATE B; CMTDIB],615368[LETHAL CONGENITAL CONTRACTURE SYNDROME 5; LCCS5]"
FBgn0003392,shi,HGNC:29125,OMIM:611445,DNM3,12,,
FBgn0003392,shi,HGNC:2972,OMIM:602377,DNM1,13,616346,616346[DEVELOPMENTAL AND EPILEPTIC ENCEPHALOPATHY 31; DEE31]
FBgn0003392,shi,HGNC:2973,OMIM:603850,DNM1L,3,"610,708,614,388","610708[OPTIC ATROPHY 5; OPA5],614388[ENCEPHALOPATHY DUE TO DEFECTIVE MITOCHONDRIAL AND PEROXISOMAL FISSION 1; EMPF1]"
FBgn0003392,shi,HGNC:7533,OMIM:147890,MX2,3,,
FBgn0030703,MSBP,HGNC:16090,OMIM:300435,PGRMC1,15,,
FBgn0030703,MSBP,HGNC:16089,OMIM:607735,PGRMC2,12,,
FBgn0014391,sun,HGNC:838,OMIM:606153,ATP5F1E,11,614053,"614053[MITOCHONDRIAL COMPLEX V (ATP SYNTHASE) DEFICIENCY, NUCLEAR TYPE 3; MC5DN3]"
FBgn0014391,sun,HGNC:34026,,ATP5F1EP2,6,,
FBgn0000319,Chc,HGNC:2092,OMIM:118955,CLTC,14,617854,"617854[MENTAL RETARDATION, AUTOSOMAL DOMINANT 56; MRD56]"
FBgn0000319,Chc,HGNC:2093,OMIM:601273,CLTCL1,12,,
FBgn0030691,Efhc1.1,HGNC:26233,OMIM:300817,EFHC2,14,,
FBgn0030691,Efhc1.1,HGNC:16406,OMIM:608815,EFHC1,4,"254,770,607,631","254770[EPILEPSY, MYOCLONIC JUVENILE; EJM],607631[EPILEPSY, JUVENILE ABSENCE, SUSCEPTIBILITY TO, 1; EJA1]"
FBgn0030685,Graf,HGNC:26545,OMIM:615936,ARHGAP42,12,,
FBgn0030685,Graf,HGNC:8148,OMIM:300127,OPHN1,9,300486,"300486[MENTAL RETARDATION, X-LINKED, WITH CEREBELLAR HYPOPLASIA AND DISTINCTIVE FACIAL APPEARANCE]"
FBgn0030685,Graf,HGNC:26099,OMIM:609746,ARHGAP10,11,,
FBgn0030685,Graf,HGNC:17073,OMIM:605370,ARHGAP26,14,607785,607785[JUVENILE MYELOMONOCYTIC LEUKEMIA; JMML]
FBgn0030731,Mfe2,HGNC:5213,OMIM:601860,HSD17B4,15,"233,400,261,515","233400[PERRAULT SYNDROME 1; PRLTS1],261515[D-BIFUNCTIONAL PROTEIN DEFICIENCY]"
FBgn0004066,Prosalpha4,HGNC:22985,OMIM:617841,PSMA8,13,,
FBgn0004066,Prosalpha4,HGNC:9536,OMIM:606607,PSMA7,13,,
FBgn0003416,sl,HGNC:9066,OMIM:600220,PLCG2,10,"614,468,614,878","614468[FAMILIAL COLD AUTOINFLAMMATORY SYNDROME 3; FCAS3],614878[AUTOINFLAMMATION, ANTIBODY DEFICIENCY, AND IMMUNE DYSREGULATION; APLAID]"
FBgn0003416,sl,HGNC:9065,OMIM:172420,PLCG1,13,,
FBgn0004432,Cyp1,HGNC:14650,OMIM:606093,PPIG,3,,
FBgn0004432,Cyp1,HGNC:9256,OMIM:123842,PPIC,3,,
FBgn0004432,Cyp1,HGNC:33996,,PPIAL4G,4,,
FBgn0004432,Cyp1,HGNC:7833,OMIM:161565,NKTR,3,,
FBgn0004432,Cyp1,HGNC:14651,OMIM:606095,PPIH,3,,
FBgn0004432,Cyp1,HGNC:24369,,PPIAL4A,3,,
FBgn0004432,Cyp1,HGNC:9257,OMIM:601753,PPID,3,,
FBgn0004432,Cyp1,HGNC:9255,OMIM:123841,PPIB,3,259440,"259440[OSTEOGENESIS IMPERFECTA, TYPE IX; OI9]"
FBgn0004432,Cyp1,HGNC:33998,,PPIAL4D,3,,
FBgn0004432,Cyp1,HGNC:9259,OMIM:604486,PPIF,11,,
FBgn0004432,Cyp1,HGNC:33995,,PPIAL4C,4,,
FBgn0004432,Cyp1,HGNC:9253,OMIM:123840,PPIA,6,,
FBgn0004432,Cyp1,HGNC:33999,,PPIAL4F,4,,
FBgn0004432,Cyp1,HGNC:33997,OMIM:608608,PPIAL4E,3,,
FBgn0004432,Cyp1,HGNC:53889,,PPIAL4H,4,,
FBgn0030734,ERp44,HGNC:18311,OMIM:609170,ERP44,15,,
FBgn0030745,CG4239,HGNC:25535,OMIM:611236,TMEM38B,12,615066,"615066[OSTEOGENESIS IMPERFECTA, TYPE XIV; OI14]"
FBgn0030745,CG4239,HGNC:28462,OMIM:611235,TMEM38A,13,,
FBgn0030753,rngo,HGNC:18961,,DDI1,13,,
FBgn0030753,rngo,HGNC:24578,,DDI2,14,,
FBgn0030753,rngo,HGNC:1167,OMIM:613125,NRIP3,3,,
FBgn0030753,rngo,HGNC:23078,,NRIP2,3,,
FBgn0026181,Rok,HGNC:10252,OMIM:604002,ROCK2,14,,
FBgn0026181,Rok,HGNC:10251,OMIM:601702,ROCK1,13,,
FBgn0010412,RpS19a,HGNC:10402,OMIM:603474,RPS19,12,105650,105650[DIAMOND-BLACKFAN ANEMIA 1; DBA1]
FBgn0030796,CG4829,HGNC:4250,OMIM:612346,GGT1,10,231950,231950[GLUTATHIONURIA]
FBgn0030796,CG4829,HGNC:4251,OMIM:137181,GGT2,8,137181,137181[GAMMA-GLUTAMYLTRANSFERASE 2; GGT2]
FBgn0030796,CG4829,HGNC:4260,OMIM:137168,GGT5,7,,
FBgn0030796,CG4829,HGNC:16437,OMIM:612338,GGTLC1,3,,
FBgn0030796,CG4829,HGNC:18596,OMIM:612339,GGTLC2,3,,
FBgn0030796,CG4829,HGNC:4259,OMIM:612342,GGT7,4,,
FBgn0030793,Rai1,HGNC:2992,OMIM:605996,DXO,14,,
FBgn0030808,RhoGAP15B,HGNC:16924,OMIM:606645,ARAP2,7,,
FBgn0030808,RhoGAP15B,HGNC:24097,OMIM:606647,ARAP3,10,,
FBgn0030808,RhoGAP15B,HGNC:16925,OMIM:606646,ARAP1,9,,
FBgn0030828,CG5162,HGNC:6619,OMIM:151670,LIPC,3,"125,853,612,797,614,000","125853[TYPE 2 DIABETES MELLITUS; T2D],612797[HIGH DENSITY LIPOPROTEIN CHOLESTEROL LEVEL QUANTITATIVE TRAIT LOCUS 12; HDLCQ12],614025[HEPATIC LIPASE DEFICIENCY]"
FBgn0002590,RpS5a,HGNC:10426,OMIM:603630,RPS5,13,,
FBgn0065032,Arpc3B,HGNC:706,OMIM:604225,ARPC3,12,,
FBgn0027602,CG8611,HGNC:16715,OMIM:616533,DDX31,14,,
FBgn0024238,Fim,HGNC:6528,OMIM:153430,LCP1,14,,
FBgn0024238,Fim,HGNC:9090,OMIM:602734,PLS1,12,618787,"618787[DEAFNESS, AUTOSOMAL DOMINANT 76; DFNA76]"
FBgn0024238,Fim,HGNC:9091,OMIM:300131,PLS3,14,300910,300910[BONE MINERAL DENSITY QUANTITATIVE TRAIT LOCUS 18; BMND18]
FBgn0030833,CG8915,HGNC:24721,OMIM:616530,YTHDC2,9,,
FBgn0030853,ND-24,HGNC:7717,OMIM:600532,NDUFV2,14,618229,"618229[MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 7; MC1DN7]"
FBgn0026192,par-6,HGNC:15943,OMIM:607484,PARD6A,12,,
FBgn0026192,par-6,HGNC:16076,OMIM:608976,PARD6G,14,,
FBgn0026192,par-6,HGNC:16245,OMIM:608975,PARD6B,13,,
FBgn0030851,CG8326,HGNC:33451,OMIM:614271,CCDC137,8,,
FBgn0028343,Ankle2,HGNC:29101,OMIM:616062,ANKLE2,9,616681,"616681[MICROCEPHALY 16, PRIMARY, AUTOSOMAL RECESSIVE; MCPH16]"
FBgn0030882,Gss1,HGNC:4624,OMIM:601002,GSS,14,"231,900,266,130","231900[GLUTATHIONE SYNTHETASE DEFICIENCY OF ERYTHROCYTES, HEMOLYTIC ANEMIA DUE TO; GSSDE],266130[GLUTATHIONE SYNTHETASE DEFICIENCY; GSSD]"
FBgn0030889,CG15373,HGNC:29599,OMIM:616906,CASC1,10,,
FBgn0021765,scu,HGNC:4800,OMIM:300256,HSD17B10,15,300438,300438[HSD10 MITOCHONDRIAL DISEASE; HSD10MD]
FBgn0030890,CG7536,HGNC:12827,OMIM:605237,XPR1,13,616413,"616413[BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 6; IBGC6]"
FBgn0030883,CG7772,HGNC:26945,OMIM:610235,MTFP1,13,,
FBgn0030877,Arp8,HGNC:14672,,ACTR8,14,,
FBgn0022355,Tsf1,HGNC:11740,OMIM:190000,TF,4,209300,209300[ATRANSFERRINEMIA]
FBgn0022355,Tsf1,HGNC:6720,OMIM:150210,LTF,4,,
FBgn0022355,Tsf1,HGNC:7037,OMIM:155750,MELTF,5,,
FBgn0052549,Nt5b,HGNC:27678,,NT5DC4,9,,
FBgn0052549,Nt5b,HGNC:8022,OMIM:600417,NT5C2,14,613162,"613162[SPASTIC PARAPLEGIA 45, AUTOSOMAL RECESSIVE; SPG45]"
FBgn0008635,betaCOP,HGNC:2231,OMIM:600959,COPB1,14,619255,619255[BARALLE-MACKEN SYNDROME; BARMACS]
FBgn0030932,Ggt-1,HGNC:4250,OMIM:612346,GGT1,14,231950,231950[GLUTATHIONURIA]
FBgn0030932,Ggt-1,HGNC:4251,OMIM:137181,GGT2,13,137181,137181[GAMMA-GLUTAMYLTRANSFERASE 2; GGT2]
FBgn0030932,Ggt-1,HGNC:4260,OMIM:137168,GGT5,7,,
FBgn0030932,Ggt-1,HGNC:16437,OMIM:612338,GGTLC1,7,,
FBgn0030932,Ggt-1,HGNC:18596,OMIM:612339,GGTLC2,7,,
FBgn0030932,Ggt-1,HGNC:4259,OMIM:612342,GGT7,4,,
FBgn0030932,Ggt-1,HGNC:4252,,GGT3P,4,,
FBgn0030932,Ggt-1,HGNC:33426,OMIM:612340,GGTLC3,6,,
FBgn0030955,CG6891,HGNC:18304,OMIM:606748,COTL1,12,,
FBgn0030964,Pvf1,HGNC:8799,OMIM:173430,PDGFA,8,,
FBgn0030964,Pvf1,HGNC:8800,OMIM:190040,PDGFB,7,"607,174,607,907,615,000","607174[MENINGIOMA, FAMILIAL, SUSCEPTIBILITY TO],607907[DERMATOFIBROSARCOMA PROTUBERANS; DFSP],615483[BASAL GANGLIA CALCIFICATION, IDIOPATHIC, 5; IBGC5]"
FBgn0030964,Pvf1,HGNC:8893,OMIM:601121,PGF,3,,
FBgn0030964,Pvf1,HGNC:12680,OMIM:192240,VEGFA,4,603933,"603933[MICROVASCULAR COMPLICATIONS OF DIABETES, SUSCEPTIBILITY TO, 1; MVCD1]"
FBgn0030964,Pvf1,HGNC:12681,OMIM:601398,VEGFB,3,,
FBgn0030964,Pvf1,HGNC:3708,OMIM:300091,VEGFD,3,,
FBgn0030964,Pvf1,HGNC:12682,OMIM:601528,VEGFC,3,615907,615907[LYMPHATIC MALFORMATION 4; LMPHM4]
FBgn0030975,SdhBL,HGNC:10681,OMIM:185470,SDHB,8,"115,310,171,300,606,000,000,000,000,000","115310[PARAGANGLIOMAS 4; PGL4],171300[PHEOCHROMOCYTOMA],606764[GASTROINTESTINAL STROMAL TUMOR; GIST],606864[PARAGANGLIOMA AND GASTRIC STROMAL SARCOMA],619224[MITOCHONDRIAL COMPLEX II DEFICIENCY, NUCLEAR TYPE 4; MC2DN4]"
FBgn0030968,CG7322,HGNC:18985,OMIM:608347,DCXR,15,260800,260800[PENTOSURIA; PNTSU]
FBgn0030990,CG7556,HGNC:20090,OMIM:611207,DNAJC1,13,,
FBgn0031020,Naa15-16,HGNC:30782,OMIM:608000,NAA15,13,617787,"617787[INTELLECTUAL DEVELOPMENTAL DISORDER, AUTOSOMAL DOMINANT 50, WITH BEHAVIORAL ABNORMALITIES; MRD50]"
FBgn0031020,Naa15-16,HGNC:26164,,NAA16,14,,
FBgn0031021,ND-18,HGNC:7711,OMIM:602694,NDUFS4,14,252010,"252010[MITOCHONDRIAL COMPLEX I DEFICIENCY, NUCLEAR TYPE 1; MC1DN1]"
FBgn0027621,Pfrx,HGNC:8873,OMIM:171835,PFKFB2,11,,
FBgn0027621,Pfrx,HGNC:8875,OMIM:605320,PFKFB4,12,,
FBgn0027621,Pfrx,HGNC:8872,OMIM:311790,PFKFB1,13,,
FBgn0027621,Pfrx,HGNC:8874,OMIM:605319,PFKFB3,12,,
FBgn0031037,CG14207,HGNC:2388,OMIM:123580,CRYAA,5,604219,"604219[CATARACT 9, MULTIPLE TYPES; CTRCT9]"
FBgn0031037,CG14207,HGNC:5247,OMIM:602179,HSPB2,3,,
FBgn0031037,CG14207,HGNC:2389,OMIM:123590,CRYAB,4,"608,810,613,763,613,000,000,000","608810[MYOPATHY, MYOFIBRILLAR, 2; MFM2],613763[CATARACT 16, MULTIPLE TYPES; CTRCT16],613869[MYOPATHY, MYOFIBRILLAR, FATAL INFANTILE HYPERTONIC, ALPHA-B CRYSTALLIN-RELATED],615184[CARDIOMYOPATHY, DILATED, 1II; CMD1II]"
FBgn0031037,CG14207,HGNC:30171,OMIM:608014,HSPB8,3,"158,590,608,673","158590[NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIA; HMN2A],608673[CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2L; CMT2L]"
FBgn0031037,CG14207,HGNC:5246,OMIM:602195,HSPB1,5,"606,595,608,634","606595[CHARCOT-MARIE-TOOTH DISEASE, AXONAL, TYPE 2F; CMT2F],608634[NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIB; HMN2B]"
FBgn0031037,CG14207,HGNC:5248,OMIM:604624,HSPB3,3,613376,"613376[NEURONOPATHY, DISTAL HEREDITARY MOTOR, TYPE IIC; HMN2C]"
FBgn0031037,CG14207,HGNC:0,,CRYAA2,3,,
FBgn0031045,CG14212,HGNC:16815,,PHOSPHO1,7,,
FBgn0031045,CG14212,HGNC:28316,,PHOSPHO2,6,,
FBgn0031052,Elys,HGNC:24618,OMIM:610853,AHCTF1,9,,
FBgn0004057,Zw,HGNC:4057,OMIM:305900,G6PD,15,"300,908,611,162","300908[ANEMIA, NONSPHEROCYTIC HEMOLYTIC, DUE TO G6PD DEFICIENCY],611162[MALARIA, SUSCEPTIBILITY TO]"
FBgn0004057,Zw,HGNC:4795,OMIM:138090,H6PD,3,604931,604931[CORTISONE REDUCTASE DEFICIENCY 1; CORTRD1]
FBgn0010341,Cdc42,HGNC:9802,OMIM:602049,RAC2,3,"608,203,618,986,618,000","608203[IMMUNODEFICIENCY 73A WITH DEFECTIVE NEUTROPHIL CHEMOTAXIS AND LEUKOCYTOSIS; IMD73A],618986[IMMUNODEFICIENCY 73B WITH DEFECTIVE NEUTROPHIL CHEMOTAXIS AND LYMPHOPENIA; IMD73B],618987[IMMUNODEFICIENCY 73C WITH DEFECTIVE NEUTROPHIL CHEMOTAXIS AND HYPOGAMMAGLOBULINEMIA; IMD73C]"
FBgn0010341,Cdc42,HGNC:9801,OMIM:602048,RAC1,3,617751,"617751[MENTAL RETARDATION, AUTOSOMAL DOMINANT 48; MRD48]"
FBgn0010341,Cdc42,HGNC:9803,OMIM:602050,RAC3,3,618577,618577[NEURODEVELOPMENTAL DISORDER WITH STRUCTURAL BRAIN ANOMALIES AND DYSMORPHIC FACIES; NEDBAF]
FBgn0010341,Cdc42,HGNC:672,OMIM:179505,RHOG,3,,
FBgn0010341,Cdc42,HGNC:17736,OMIM:605857,RHOQ,4,,
FBgn0010341,Cdc42,HGNC:688,OMIM:607653,RHOJ,3,,
FBgn0010341,Cdc42,HGNC:17794,OMIM:606366,RHOU,3,,
FBgn0010341,Cdc42,HGNC:1736,OMIM:116952,CDC42,14,616737,616737[TAKENOUCHI-KOSAKI SYNDROME; TKS]
FBgn0031051,Ranbp21,HGNC:17675,OMIM:607845,XPO5,15,,
FBgn0031042,CG14221,HGNC:12435,OMIM:187700,TXN,3,,
FBgn0031042,CG14221,HGNC:16470,OMIM:617790,TXNDC2,3,,
FBgn0031042,CG14221,HGNC:31454,OMIM:617789,TXNDC8,3,,
FBgn0031042,CG14221,HGNC:21343,OMIM:618584,NME9,5,,
FBgn0027291,Idh3a,HGNC:5384,OMIM:601149,IDH3A,14,619007,619007[RETINITIS PIGMENTOSA 90; RP90]
FBgn0052533,CG32533,HGNC:16719,OMIM:615475,DHX34,15,,
FBgn0052528,parvin,HGNC:14653,OMIM:608121,PARVB,14,,
FBgn0052528,parvin,HGNC:14652,OMIM:608120,PARVA,13,,
FBgn0052528,parvin,HGNC:14654,OMIM:608122,PARVG,5,,
FBgn0031078,Nup205,HGNC:18658,OMIM:614352,NUP205,13,616893,"616893[NEPHROTIC SYNDROME, TYPE 13; NPHS13]"
FBgn0031077,THADA,HGNC:19217,OMIM:611800,THADA,9,,
FBgn0031070,CG12702,HGNC:29302,OMIM:610643,CIP2A,4,,
FBgn0031066,COX6B,HGNC:2280,OMIM:124089,COX6B1,13,619051,"619051[MITOCHONDRIAL COMPLEX IV DEFICIENCY, NUCLEAR TYPE 7; MC4DN7]"
FBgn0031066,COX6B,HGNC:24380,OMIM:618127,COX6B2,8,,
FBgn0005198,gig,HGNC:12363,OMIM:191092,TSC2,13,"606,690,607,341,613,000","606690[LYMPHANGIOLEIOMYOMATOSIS; LAM],607341[FOCAL CORTICAL DYSPLASIA, TYPE II; FCORD2],613254[TUBEROUS SCLEROSIS 2; TSC2]"
FBgn0052226,Pex23,HGNC:22214,OMIM:614781,TECPR1,14,,
FBgn0036962,CG17122,HGNC:27843,,CFAP157,11,,
FBgn0036942,CG7328,HGNC:6315,OMIM:614058,KHK,13,229800,"229800[FRUCTOSURIA, ESSENTIAL]"
FBgn0036941,CG7335,HGNC:6315,OMIM:614058,KHK,6,229800,"229800[FRUCTOSURIA, ESSENTIAL]"
FBgn0001324,kto,HGNC:16050,OMIM:611318,MED12L,12,618872,618872[NIZON-ISIDOR SYNDROME; NIZIDS]
FBgn0001324,kto,HGNC:11957,OMIM:300188,MED12,10,"300,895,305,450,309,000","300895[OHDO SYNDROME, X-LINKED; OHDOX],305450[OPITZ-KAVEGGIA SYNDROME; OKS],309520[INTELLECTUAL DEVELOPMENTAL DISORDER, X-LINKED, SYNDROMIC, LUJAN-FRYNS TYPE; MRXSLF]"
FBgn0036915,Prp3,HGNC:17348,OMIM:607301,PRPF3,14,601414,601414[RETINITIS PIGMENTOSA 18; RP18]
FBgn0028695,Rpn1,HGNC:9559,OMIM:606223,PSMD2,14,,
FBgn0004852,Ac76E,HGNC:235,OMIM:600292,ADCY4,10,,
FBgn0004852,Ac76E,HGNC:238,OMIM:600385,ADCY7,9,,
FBgn0004852,Ac76E,HGNC:233,OMIM:103071,ADCY2,11,,
FBgn0004852,Ac76E,HGNC:237,OMIM:600294,ADCY6,3,616287,616287[LETHAL CONGENITAL CONTRACTURE SYNDROME 8; LCCS8]
FBgn0036928,Tom20,HGNC:20947,OMIM:601848,TOMM20,15,,
FBgn0036928,Tom20,HGNC:33752,,TOMM20L,8,,
FBgn0036931,CG14183,HGNC:26195,,IQCA1,7,,
FBgn0036931,CG14183,HGNC:22831,,IQCA1L,4,,
FBgn0036927,Gabat,HGNC:23,OMIM:137150,ABAT,15,613163,613163[GABA-TRANSAMINASE DEFICIENCY]
FBgn0036886,CG9300,HGNC:24557,OMIM:615366,NOL11,11,,
FBgn0010417,Taf6,HGNC:11540,OMIM:602955,TAF6,13,617126,617126[ALAZAMI-YUAN SYNDROME; ALYUS]
